station_id,USAF,STATION NAME,CTRY,ICAO,lat,lon,elev_m,province,province_source,region,grid_id,grid_lat,grid_lon
467500-99999,467500,PINGTUNG SOUTH,TW,RCDC,22.672,120.462,23.8,Taiwan,isd_country_code,South,23.75_121.25,23.75,121.25
467510-99999,467510,TAICHUNG,TW,RCLG,24.186,120.654,115.0,Taiwan,isd_country_code,South,23.75_121.25,23.75,121.25
467520-99999,467520,HENGCHUN,TW,RCKW,22.041,120.73,14.0,Taiwan,isd_country_code,South,21.25_121.25,21.25,121.25
467530-99999,467530,MOUNT ALISAN,TW,,23.517,120.8,2406.0,Taiwan,isd_country_code,South,23.75_121.25,23.75,121.25
467540-99999,467540,DAWU,TW,,22.35,120.9,8.0,Taiwan,isd_country_code,South,21.25_121.25,21.25,121.25
467550-99999,467550,MOUNT MORRISON,TW,,23.483,120.95,3850.0,Taiwan,isd_country_code,Qinghai-Tibet,23.75_121.25,23.75,121.25
467560-99999,467560,HSINCHU,TW,RCPO,24.818,120.939,7.9,Taiwan,isd_country_code,South,23.75_121.25,23.75,121.25
467570-99999,467570,HSINCHU CITY,TW,,24.833,120.0,27.0,Taiwan,isd_country_code,South,23.75_121.25,23.75,121.25
467580-99999,467580,PINGTUNG NORTH,TW,RCSQ,22.7,120.482,29.6,Taiwan,isd_country_code,South,23.75_121.25,23.75,121.25
467590-99999,467590,HENGCHUN (=595590),TW,,22.0,120.75,24.0,Taiwan,isd_country_code,South,21.25_121.25,21.25,121.25
467600-99999,467600,JHIHHANG,TW,RCQS,22.793,121.182,36.9,Taiwan,isd_country_code,South,23.75_121.25,23.75,121.25
467610-99999,467610,CHENG-KUNG,TW,,23.1,121.367,37.0,Taiwan,isd_country_code,South,23.75_121.25,23.75,121.25
467615-99999,467615,BOGUS TAIWANESE,TW,RCTM,,,,Taiwan,isd_country_code,Unmapped,nan_nan,,
467620-99999,467620,LANYU,TW,RCLY,22.029,121.534,13.1,Taiwan,isd_country_code,South,21.25_121.25,21.25,121.25
467630-99999,467630,HUALIEN,TW,RCYU,24.023,121.618,15.8,Taiwan,isd_country_code,South,23.75_121.25,23.75,121.25
467640-99999,467640,ILAN,TW,RCMS,24.75,121.767,9.0,Taiwan,isd_country_code,South,23.75_121.25,23.75,121.25
467650-99999,467650,JOYUTANG,TW,,23.883,120.85,1015.0,Taiwan,isd_country_code,South,23.75_121.25,23.75,121.25
467660-99999,467660,TAIDONG (=595620),TW,,22.75,121.15,10.0,Taiwan,isd_country_code,South,23.75_121.25,23.75,121.25
467700-99999,467700,CHING CHUAN KANG AB,TW,RCMQ,24.265,120.621,202.1,Taiwan,isd_country_code,South,23.75_121.25,23.75,121.25
467720-99999,467720,CHIA TUNG,TW,RCFS,22.417,120.55,20.0,Taiwan,isd_country_code,South,21.25_121.25,21.25,121.25
467770-99999,467770,WU-CHI OBSERVATORY,TW,,24.25,120.517,5.0,Taiwan,isd_country_code,South,23.75_121.25,23.75,121.25
467800-99999,467800,LU-TAO,TW,,22.683,121.5,280.0,Taiwan,isd_country_code,South,23.75_121.25,23.75,121.25
468100-99999,468100,DONGSHA,TW,RCLM,20.667,116.717,6.0,Taiwan,isd_country_code,South,21.25_116.25,21.25,116.25
468110-99999,468110,PRATAS ISLAND,TW,,20.717,116.717,3.0,Taiwan,isd_country_code,South,21.25_116.25,21.25,116.25
469020-99999,469020,NENSHA ISL(=599970),TW,,10.383,114.367,5.0,Taiwan,isd_country_code,South,11.25_113.75,11.25,113.75
469999-99999,469999,BOGUS TAIWANESE,TW,RCKK,0.0,0.0,-999.0,Taiwan,isd_country_code,Southwest,1.25_1.25,1.25,1.25
501360-99999,501360,MOHE,CH,,52.967,122.533,438.0,Heilongjiang,station_table_pdf,Northeast,53.75_123.75,53.75,123.75
502460-99999,502460,TA-HE,CH,,52.333,124.8,465.0,Heilongjiang,station_table_pdf,Northeast,51.25_123.75,51.25,123.75
503490-99999,503490,JIU-HAI-LAI,CH,,51.133,124.05,610.0,Heilongjiang,station_table_pdf,Northeast,51.25_123.75,51.25,123.75
503530-99999,503530,HUMA,CH,,51.733,126.633,175.6,Heilongjiang,station_table_pdf,Northeast,51.25_126.25,51.25,126.25
504250-99999,504250,SAN-HE,CH,,50.5,120.067,671.0,Inner Mongolia,station_table_pdf,Northeast,51.25_121.25,51.25,121.25
504340-99999,504340,TULIHE,CH,,50.45,121.7,733.0,Inner Mongolia,station_table_pdf,Northeast,51.25_121.25,51.25,121.25
504420-99999,504420,XIAO-YANG-QI,CH,,50.8,124.283,549.0,Heilongjiang,station_table_pdf,Northeast,51.25_123.75,51.25,123.75
504680-99999,504680,AIHUI,CH,,50.25,127.45,166.0,Heilongjiang,station_table_pdf,Northeast,51.25_126.25,51.25,126.25
505140-99999,505140,MAN-ZHOU-LI,CH,,49.55,117.467,710.0,Inner Mongolia,station_table_pdf,North,48.75_116.25,48.75,116.25
505270-99999,505270,HAILAR,CH,,49.25,119.7,650.0,Inner Mongolia,station_table_pdf,Northeast,48.75_118.75,48.75,118.75
505280-99999,505280,HAI-LAR/TUNGSHAN,CH,ZYLA,49.217,119.8,488.0,Inner Mongolia,province_geojson,Northeast,48.75_118.75,48.75,118.75
505480-99999,505480,XIAO'ERGOU,CH,,49.2,123.717,288.0,Inner Mongolia,station_table_pdf,Northeast,48.75_123.75,48.75,123.75
505570-99999,505570,NENJIANG,CH,,49.167,125.233,243.0,Heilongjiang,station_table_pdf,Northeast,48.75_126.25,48.75,126.25
505640-99999,505640,SUNWU,CH,,49.433,127.35,235.0,Heilongjiang,station_table_pdf,Northeast,48.75_126.25,48.75,126.25
506030-99999,506030,XIN BARAG YOUQI,CH,,48.683,116.817,556.7,Inner Mongolia,station_table_pdf,North,48.75_116.25,48.75,116.25
506320-99999,506320,BUGT,CH,,48.767,121.917,739.0,Inner Mongolia,province_geojson,Northeast,48.75_121.25,48.75,121.25
506560-99999,506560,LONG-ZHEN,CH,,48.65,126.667,305.0,Heilongjiang,station_table_pdf,Northeast,48.75_126.25,48.75,126.25
506580-99999,506580,KESHAN,CH,,48.05,125.883,237.0,Heilongjiang,station_table_pdf,Northeast,48.75_126.25,48.75,126.25
507030-99999,507030,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
507270-99999,507270,ARXAN,CH,,47.167,119.933,997.0,Inner Mongolia,station_table_pdf,Northeast,46.25_118.75,46.25,118.75
507420-99999,507420,SAN-CHEN-FANG,CH,,47.783,124.167,146.0,Heilongjiang,station_table_pdf,Northeast,48.75_123.75,48.75,123.75
507450-99999,507450,SANJIAZI,CH,ZYQQ,47.24,123.918,145.4,Heilongjiang,station_table_pdf,Northeast,46.25_123.75,46.25,123.75
507560-99999,507560,HAILUN,CH,,47.45,126.867,248.0,Heilongjiang,station_table_pdf,Northeast,46.25_126.25,46.25,126.25
507580-99999,507580,MING-SHUI,CH,,47.25,125.883,259.0,Heilongjiang,station_table_pdf,Northeast,46.25_126.25,46.25,126.25
507740-99999,507740,YICHUN,CH,,47.7,128.833,259.1,Heilongjiang,station_table_pdf,Northeast,48.75_128.75,48.75,128.75
507750-99999,507750,HE-GANG,CH,,47.35,130.2,198.0,Heilongjiang,station_table_pdf,Northeast,46.25_131.25,46.25,131.25
507870-99999,507870,BOGUS CHINESE,CH,,,,,Heilongjiang,station_table_pdf,Unmapped,nan_nan,,
507880-99999,507880,FUJIN,CH,,47.233,131.983,65.0,Heilongjiang,station_table_pdf,Northeast,46.25_131.25,46.25,131.25
508340-99999,508340,TE-PO-SU-K/-MIAO,CH,,46.5,121.367,427.0,Inner Mongolia,station_table_pdf,Northeast,46.25_121.25,46.25,121.25
508440-99999,508440,TAILAI,CH,,46.4,123.45,150.0,Heilongjiang,station_table_pdf,Northeast,46.25_123.75,46.25,123.75
508450-99999,508450,NAME/LOCATION UNKN,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
508530-99999,508530,WANG-KUI,CH,,46.833,126.483,158.0,Heilongjiang,station_table_pdf,Northeast,46.25_126.25,46.25,126.25
508540-99999,508540,ANDA,CH,,46.383,125.317,150.0,Heilongjiang,station_table_pdf,Northeast,46.25_126.25,46.25,126.25
508620-99999,508620,TIE-LI,CH,,47.067,128.033,264.0,Heilongjiang,station_table_pdf,Northeast,46.25_128.75,46.25,128.75
508770-99999,508770,YI-LAN,CH,,46.3,129.55,99.0,Heilongjiang,station_table_pdf,Northeast,46.25_128.75,46.25,128.75
508880-99999,508880,BAOQING,CH,,46.317,132.183,83.0,Heilongjiang,station_table_pdf,Northeast,46.25_131.25,46.25,131.25
509150-99999,509150,ULIASTAI,CH,,45.517,116.967,840.0,Inner Mongolia,station_table_pdf,North,46.25_116.25,46.25,116.25
509450-99999,509450,TA-AN,CH,,0.0,0.0,-999.0,Jilin,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
509490-99999,509490,QIAN GORLOS,CH,,45.083,124.867,136.0,Jilin,station_table_pdf,Northeast,46.25_123.75,46.25,123.75
509530-99999,509530,HARBIN,CH,,45.933,126.567,117.7,Heilongjiang,station_table_pdf,Northeast,46.25_126.25,46.25,126.25
509540-99999,509540,CHAO-YUAN,CH,,0.0,0.0,-999.0,Heilongjiang,station_table_pdf,Southwest,1.25_1.25,1.25,1.25
509630-99999,509630,TONGHE,CH,,45.967,128.733,110.0,Heilongjiang,station_table_pdf,Northeast,46.25_128.75,46.25,128.75
509680-99999,509680,SHANGZHI,CH,,45.217,127.967,191.0,Heilongjiang,station_table_pdf,Northeast,46.25_128.75,46.25,128.75
509780-99999,509780,JIXI,CH,,45.3,130.917,273.5,Heilongjiang,station_table_pdf,Northeast,46.25_131.25,46.25,131.25
509830-99999,509830,HULIN,CH,,45.767,132.967,103.0,Heilongjiang,station_table_pdf,Northeast,46.25_133.75,46.25,133.75
509880-99999,509880,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
510530-99999,510530,KABA HE,CH,,48.05,86.35,534.0,Xinjiang,station_table_pdf,Northwest,48.75_86.25,48.75,86.25
510560-99999,510560,APPROXIMATE LOCALE,CH,,47.933,86.167,0.0,Xinjiang,province_geojson,Northwest,48.75_86.25,48.75,86.25
510680-99999,510680,FUHAI/BURULTOKAY,CH,,47.1,87.383,472.0,Xinjiang,station_table_pdf,Northwest,46.25_86.25,46.25,86.25
510760-99999,510760,ALTAY,CH,,47.733,88.083,737.0,Xinjiang,station_table_pdf,Northwest,48.75_88.75,48.75,88.75
510770-99999,510770,BOGUS CHINESE,CH,,47.167,88.367,-999.0,Xinjiang,province_geojson,Northwest,46.25_88.75,46.25,88.75
510860-99999,510860,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
510870-99999,510870,FUYUN,CH,,46.983,89.517,827.0,Xinjiang,station_table_pdf,Northwest,46.25_88.75,46.25,88.75
511160-99999,511160,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
511330-99999,511330,TACHENG,CH,,46.733,83.0,535.0,Xinjiang,station_table_pdf,Northwest,46.25_83.75,46.25,83.75
511560-99999,511560,HOBOKSAR,CH,,46.817,85.75,1323.2,Xinjiang,station_table_pdf,Northwest,46.25_86.25,46.25,86.25
511860-99999,511860,QINGHE/QINGGLI,CH,,46.717,90.4,1463.0,Xinjiang,province_geojson,Northwest,46.25_91.25,46.25,91.25
512320-99999,512320,PA-ERH-LU-K'O MTN,CH,,45.95,82.567,1067.0,Xinjiang,station_table_pdf,Northwest,46.25_83.75,46.25,83.75
512410-99999,512410,TO-LI,CH,,45.95,83.617,2072.0,Xinjiang,station_table_pdf,Northwest,46.25_83.75,46.25,83.75
512430-99999,512430,KARAMAY,CH,,45.6,84.85,428.0,Xinjiang,station_table_pdf,Northwest,46.25_83.75,46.25,83.75
512880-99999,512880,BAYTIK SHAN,CH,,45.367,90.533,1651.0,Xinjiang,province_geojson,Northwest,46.25_91.25,46.25,91.25
512940-99999,512940,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
513300-99999,513300,BOLE/BORTALA,CH,,44.917,82.067,1366.0,Xinjiang,province_geojson,Northwest,43.75_81.25,43.75,81.25
513340-99999,513340,JINGHE,CH,,44.567,82.817,330.2,Xinjiang,station_table_pdf,Northwest,43.75_83.75,43.75,83.75
513460-99999,513460,KUYTUN,CH,,44.433,84.967,442.0,Xinjiang,province_geojson,Northwest,43.75_83.75,43.75,83.75
513560-99999,513560,SHIHEZI,CH,,44.3,86.033,457.0,Xinjiang,province_geojson,Northwest,43.75_86.25,43.75,86.25
513650-99999,513650,FUKANG,CH,,44.15,87.983,549.0,Xinjiang,province_geojson,Northwest,43.75_88.75,43.75,88.75
513790-99999,513790,QITAI,CH,,44.017,89.567,794.0,Xinjiang,province_geojson,Northwest,43.75_88.75,43.75,88.75
514310-99999,514310,YINING,CH,ZWYN,43.95,81.333,663.0,Xinjiang,province_geojson,Northwest,43.75_81.25,43.75,81.25
514370-99999,514370,ZHAOSU/MONGGOLKURE,CH,,43.167,81.117,1830.0,Xinjiang,province_geojson,Northwest,43.75_81.25,43.75,81.25
514630-99999,514630,WU LU MU QI,CH,,43.783,87.617,919.0,Xinjiang,province_geojson,Northwest,43.75_88.75,43.75,88.75
514635-99999,514635,DIWOPU,CH,ZWWW,43.907,87.474,647.7,Xinjiang,province_geojson,Northwest,43.75_86.25,43.75,86.25
514670-99999,514670,BALGUNTAY,CH,,42.667,86.333,1753.0,Xinjiang,province_geojson,Northwest,43.75_86.25,43.75,86.25
514770-99999,514770,PAU-YANG-HU,CH,,43.2,88.467,1037.0,Xinjiang,station_table_pdf,Northwest,43.75_88.75,43.75,88.75
514950-99999,514950,SHISANJIANFANG,CH,,43.217,91.733,732.0,Xinjiang,province_geojson,Northwest,43.75_91.25,43.75,91.25
514960-99999,514960,YIWANQUAN,CH,,43.383,92.1,1890.0,Xinjiang,province_geojson,Northwest,43.75_91.25,43.75,91.25
515260-99999,515260,CHUGIRTY,CH,,42.8,80.85,2042.0,Xinjiang,station_table_pdf,Northwest,43.75_81.25,43.75,81.25
515420-99999,515420,BAYANBULAK,CH,,43.033,84.15,2459.0,Xinjiang,station_table_pdf,Northwest,43.75_83.75,43.75,83.75
515570-99999,515570,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
515670-99999,515670,YANQI,CH,,42.05,86.567,1097.0,Xinjiang,station_table_pdf,Northwest,41.25_86.25,41.25,86.25
515730-99999,515730,TURPAN,CH,,42.95,89.233,39.3,Xinjiang,station_table_pdf,Northwest,43.75_88.75,43.75,88.75
515810-99999,515810,SHANSHAN/PIQAN,CH,,42.917,90.25,410.0,Xinjiang,province_geojson,Northwest,43.75_91.25,43.75,91.25
516280-99999,516280,WEN-SU,CH,,41.267,80.233,1286.0,Xinjiang,station_table_pdf,Northwest,41.25_81.25,41.25,81.25
516330-99999,516330,BAICHENG/BAY,CH,,41.767,81.867,1280.0,Xinjiang,province_geojson,Northwest,41.25_81.25,41.25,81.25
516420-99999,516420,LUNTAI/BUGUR,CH,,41.783,84.167,883.0,Xinjiang,province_geojson,Northwest,41.25_83.75,41.25,83.75
516440-99999,516440,KUQA,CH,,41.717,82.95,1100.0,Xinjiang,province_geojson,Northwest,41.25_83.75,41.25,83.75
516560-99999,516560,KORLA,CH,,41.733,85.817,903.0,Xinjiang,station_table_pdf,Northwest,41.25_86.25,41.25,86.25
517010-99999,517010,SAI-K'O-LO-T'E-MA,CH,,40.45,75.383,3651.0,Xinjiang,province_geojson,Qinghai-Tibet,41.25_76.25,41.25,76.25
517050-99999,517050,AR-TUX,CH,,39.667,76.167,1494.0,Xinjiang,station_table_pdf,Northwest,38.75_76.25,38.75,76.25
517080-99999,517080,AK-TO,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
517090-99999,517090,KASHI,CH,ZWSH,39.543,76.02,1380.4,Xinjiang,station_table_pdf,Northwest,38.75_76.25,38.75,76.25
517110-99999,517110,AKQI,CH,,40.933,78.45,1986.0,Xinjiang,province_geojson,Northwest,41.25_78.75,41.25,78.75
517160-99999,517160,BACHU,CH,,39.8,78.567,1117.0,Xinjiang,province_geojson,Northwest,38.75_78.75,38.75,78.75
517200-99999,517200,CH'I-LAN-TAI,CH,,40.533,79.533,1158.0,Xinjiang,station_table_pdf,Northwest,41.25_78.75,41.25,78.75
517300-99999,517300,ALAR,CH,,40.5,81.05,1013.0,Xinjiang,station_table_pdf,Northwest,41.25_81.25,41.25,81.25
517470-99999,517470,TAZHONG,CH,,39.0,83.667,1099.0,Xinjiang,station_table_pdf,Northwest,38.75_83.75,38.75,83.75
517650-99999,517650,TIKANLIK,CH,,40.633,87.7,847.0,Xinjiang,station_table_pdf,Northwest,41.25_88.75,41.25,88.75
517770-99999,517770,RUOQIANG,CH,,39.033,88.167,889.0,Xinjiang,province_geojson,Northwest,38.75_88.75,38.75,88.75
517780-99999,517780,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
517860-99999,517860,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
518110-99999,518110,SHACHE,CH,,38.433,77.267,1232.0,Xinjiang,station_table_pdf,Northwest,38.75_76.25,38.75,76.25
518180-99999,518180,PISHAN,CH,,37.617,78.283,1376.0,Xinjiang,station_table_pdf,Northwest,38.75_78.75,38.75,78.75
518280-99999,518280,HOTAN,CH,ZWTN,37.133,79.933,1375.0,Xinjiang,station_table_pdf,Northwest,36.25_78.75,36.25,78.75
518390-99999,518390,MINFENG,CH,,37.067,82.717,1409.0,Xinjiang,station_table_pdf,Northwest,36.25_83.75,36.25,83.75
518480-99999,518480,ANDIR,CH,,37.933,83.65,1264.0,Xinjiang,province_geojson,Northwest,38.75_83.75,38.75,83.75
518550-99999,518550,QIEMO/QARQAN,CH,,38.15,85.55,1248.0,Xinjiang,station_table_pdf,Northwest,38.75_86.25,38.75,86.25
518860-99999,518860,MANGNAI,CH,,38.25,90.85,2945.0,Qinghai,province_geojson,Qinghai-Tibet,38.75_91.25,38.75,91.25
519310-99999,519310,YUTIAN/KERIYA,CH,,36.867,81.7,1554.0,Xinjiang,station_table_pdf,Qinghai-Tibet,36.25_81.25,36.25,81.25
521010-99999,521010,BARKOL,CH,,43.583,92.85,1584.0,Xinjiang,station_table_pdf,Northwest,43.75_93.75,43.75,93.75
521120-99999,521120,NAOMAOHU,CH,,43.6,95.133,469.0,Xinjiang,station_table_pdf,Northwest,43.75_96.25,43.75,96.25
521180-99999,521180,YIWU,CH,,43.267,94.7,1729.0,Xinjiang,station_table_pdf,Northwest,43.75_93.75,43.75,93.75
522030-99999,522030,HAMI,CH,ZWHM,42.817,93.517,739.0,Xinjiang,station_table_pdf,Northwest,43.75_93.75,43.75,93.75
522610-99999,522610,,,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
522670-99999,522670,EJIN QI,CH,,41.95,101.067,941.0,Inner Mongolia,province_geojson,Northwest,41.25_101.25,41.25,101.25
522680-99999,522680,APPROXIMATE LOCALE,CH,,42.083,101.667,0.0,Inner Mongolia,province_geojson,Northwest,41.25_101.25,41.25,101.25
523030-99999,523030,YA-MAN-SU,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
523130-99999,523130,XING-XING-XIA,CH,,41.783,95.133,1935.0,Xinjiang,station_table_pdf,Northwest,41.25_96.25,41.25,96.25
523180-99999,523180,HONGLIUYUAN,CH,,41.067,95.417,1524.0,Gansu,province_geojson,Northwest,41.25_96.25,41.25,96.25
523230-99999,523230,MAZONG SHAN,CH,,41.8,97.033,1770.0,Gansu,station_table_pdf,Northwest,41.25_96.25,41.25,96.25
523330-99999,523330,YEH-MA-CHING,CH,,41.7,98.25,1463.0,Inner Mongolia,province_geojson,Northwest,41.25_98.75,41.25,98.75
523430-99999,523430,SHU-LUN-CHING,CH,,41.95,100.0,958.0,Inner Mongolia,province_geojson,Northwest,41.25_101.25,41.25,101.25
523670-99999,523670,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
523770-99999,523770,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
523780-99999,523780,GUAIZIHU,CH,,41.367,102.367,960.0,Inner Mongolia,province_geojson,Northwest,41.25_101.25,41.25,101.25
523910-99999,523910,PANG-TING-TO-TO-KAI,CH,,41.75,103.967,1463.0,Inner Mongolia,province_geojson,Northwest,41.25_103.75,41.25,103.75
524180-99999,524180,DUNHUANG,CH,,40.15,94.683,1140.0,Gansu,province_geojson,Northwest,41.25_93.75,41.25,93.75
524240-99999,524240,AN-XI,CH,,40.5,96.0,1177.0,Gansu,province_geojson,Northwest,41.25_96.25,41.25,96.25
524310-99999,524310,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
524320-99999,524320,,,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
524360-99999,524360,YUMENZHEN,CH,,40.267,97.033,1527.0,Gansu,province_geojson,Northwest,41.25_96.25,41.25,96.25
524410-99999,524410,BEISHAN (MTNS),CH,,40.717,98.617,1554.0,Gansu,province_geojson,Northwest,41.25_98.75,41.25,98.75
524460-99999,524460,SHUANGCHENGTZU,CH,,40.4,99.8,1158.0,Gansu,province_geojson,Northwest,41.25_98.75,41.25,98.75
524470-99999,524470,JINTA,CH,,39.817,98.9,1372.0,Gansu,province_geojson,Northwest,38.75_98.75,38.75,98.75
524950-99999,524950,BAYAN MOD,CH,,40.75,104.5,1329.0,Inner Mongolia,province_geojson,Northwest,41.25_103.75,41.25,103.75
525230-99999,525230,APPROXIMATE LOCALE,CH,,39.833,96.75,0.0,Gansu,province_geojson,Northwest,38.75_96.25,38.75,96.25
525330-99999,525330,JIUQUAN/SUZHOU,CH,ZLJQ,39.767,98.483,1478.0,Gansu,station_table_pdf,Northwest,38.75_98.75,38.75,98.75
525331-99999,525331,ZHONGCHUAN,CH,ZLLL,36.515,103.62,1947.1,Gansu,province_geojson,Qinghai-Tibet,36.25_103.75,36.25,103.75
525430-99999,525430,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
525760-99999,525760,LAI-YEN-CH'IH,CH,,39.383,102.833,1383.0,Inner Mongolia,province_geojson,Northwest,38.75_103.75,38.75,103.75
526020-99999,526020,LENGHU,CH,,38.833,93.383,2771.0,Qinghai,station_table_pdf,Qinghai-Tibet,38.75_93.75,38.75,93.75
526330-99999,526330,TUO-LE,CH,,38.8,98.417,609.0,Qinghai,province_geojson,Northwest,38.75_98.75,38.75,98.75
526450-99999,526450,YEH-NIU-KOU,CH,,38.467,99.55,2169.0,Qinghai,province_geojson,Qinghai-Tibet,38.75_98.75,38.75,98.75
526510-99999,526510,ZHANG-YE/SOUTH,CH,,38.817,100.4,1493.0,Gansu,province_geojson,Northwest,38.75_101.25,38.75,101.25
526520-99999,526520,ZHANGYE,CH,,39.083,100.283,1462.0,Gansu,station_table_pdf,Northwest,38.75_101.25,38.75,101.25
526530-99999,526530,ZHANG-YE/SOUTHEAST,CH,,38.8,100.667,1463.0,Gansu,province_geojson,Northwest,38.75_101.25,38.75,101.25
526570-99999,526570,BABAO,CH,,38.233,100.25,2700.0,Qinghai,province_geojson,Qinghai-Tibet,38.75_101.25,38.75,101.25
526610-99999,526610,SHAN-DAN,CH,,38.8,101.083,1760.0,Gansu,province_geojson,Qinghai-Tibet,38.75_101.25,38.75,101.25
526710-99999,526710,SALT LAKE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
526740-99999,526740,JIN-CHANG,CH,,38.467,102.183,1676.0,Gansu,station_table_pdf,Qinghai-Tibet,38.75_101.25,38.75,101.25
526810-99999,526810,MINQIN,CH,,38.633,103.083,1367.0,Gansu,station_table_pdf,Northwest,38.75_103.75,38.75,103.75
526820-99999,526820,BOGUS CHINESE,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
526850-99999,526850,,,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
526980-99999,526980,GOLMUD NW,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
527020-99999,527020,SHA-LIANG-ZI,CH,,37.917,93.35,0.0,Qinghai,province_geojson,Northwest,38.75_93.75,38.75,93.75
527070-99999,527070,T'A-ERH-TING,CH,,37.067,92.867,2712.0,Qinghai,station_table_pdf,Qinghai-Tibet,36.25_93.75,36.25,93.75
527130-99999,527130,DA-QAIDAM,CH,,37.85,95.367,3174.0,Qinghai,province_geojson,Qinghai-Tibet,38.75_96.25,38.75,96.25
527230-99999,527230,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
527360-99999,527360,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
527370-99999,527370,DELINGHA,CH,,37.367,97.367,2982.0,Qinghai,province_geojson,Qinghai-Tibet,36.25_96.25,36.25,96.25
527380-99999,527380,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
527400-99999,527400,HSIN-YUAN,CH,,37.3,99.017,3627.0,Qinghai,province_geojson,Qinghai-Tibet,36.25_98.75,36.25,98.75
527530-99999,527530,BOGUS CHINESE,CH,,37.683,100.7,3353.0,Qinghai,province_geojson,Qinghai-Tibet,38.75_101.25,38.75,101.25
527540-99999,527540,GANGCA,CH,,37.333,100.133,3302.0,Qinghai,province_geojson,Qinghai-Tibet,36.25_101.25,36.25,101.25
527650-99999,527650,HAO-MEN,CH,,37.367,101.617,2682.0,Qinghai,province_geojson,Qinghai-Tibet,36.25_101.25,36.25,101.25
527660-99999,527660,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
527760-99999,527760,GU-LANG (?),CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
527820-99999,527820,NAME/LOCATION UNKN,CH,,,,,Unmapped,unmapped,Unmapped,nan_nan,,
527870-99999,527870,WUSHAOLING,CH,,37.2,102.867,3044.0,Gansu,station_table_pdf,Qinghai-Tibet,36.25_103.75,36.25,103.75
527880-99999,527880,BOGUS CHINESE,CH,,37.233,103.4,2415.0,Gansu,province_geojson,Qinghai-Tibet,36.25_103.75,36.25,103.75
527970-99999,527970,CHING-T'AI,CH,,37.133,104.217,1402.0,Gansu,station_table_pdf,Northwest,36.25_103.75,36.25,103.75
527980-99999,527980,BOGUS CHINESE,CH,,37.067,104.467,1829.0,Gansu,province_geojson,Qinghai-Tibet,36.25_103.75,36.25,103.75
528130-99999,528130,GOL-MUD (?),CH,,36.817,95.35,2731.0,Qinghai,province_geojson,Qinghai-Tibet,36.25_96.25,36.25,96.25
528180-99999,528180,GOLMUD,CH,ZLGM,36.417,94.9,2809.0,Qinghai,station_table_pdf,Qinghai-Tibet,36.25_93.75,36.25,93.75
528250-99999,528250,NUO-MU-HONG,CH,,36.45,96.467,2804.0,Qinghai,station_table_pdf,Qinghai-Tibet,36.25_96.25,36.25,96.25
528260-99999,528260,BOGUS CHINESE,CH,,0.0,0.0,-999.0,Unmapped,unmapped,Southwest,1.25_1.25,1.25,1.25
528330-99999,528330,SERH,CH,,36.95,98.35,2987.0,Qinghai,province_geojson,Qinghai-Tibet,36.25_98.75,36.25,98.75
528360-99999,528360,DOULAN,CH,,36.3,98.1,3190.0,Qinghai,station_table_pdf,Qinghai-Tibet,36.25_98.75,36.25,98.75
